u_applications_impacted,dv_u_business_segments,dv_u_alert_generated_from_monitoring,u_root_cause_owner,dv_priority,dv_category,dv_contact_type,dv_short_description,dv_company,dv_close_code,dv_u_incident_cause_code,u_root_cause_breakdown,u_summary_impact_root_summary,u_alert_to_who,clean_date,year,application_category
Unspecified Applications,BSG,Splunk,FIS,Priority 5,Application,Service portal,SSO from mycardstatement (view rewards) broken,FIS,Solved (Permanently),Access issue,certificate,"Initiated a bridge with Loyalty Rewards L2 Support via paging in xmatterrs due to no response on the Teams channel. Donna Naborowski joined the call, reviewed the case, and advised paging Loyalty Prod Support, but no one joined. Another similar issue was reported, and Donna confirmed it was the same. Jean Canot and Helen Mootry joined, with Helen noting that Carl from the implementations team confirmed no changes on the eZCard. IT Midrange needs to check for issues, and if none are found, Loyalty and DIH need to troubleshoot. Jean advised paging the DIH team, and Amy suggested paging TSG – STC Card Midrange support. At 17:54 on 2/12/2025, Jean verified SSO login functionality. The issue seems related to a certificate swap on DIH, requiring HINDA to update the certificate on file.

Blake Hutchinson joined the call at 17:57, noting connectivity issues with SSO from LOB to eZCard to ScoreCard Rewards. Investigation revealed a new certificate swap last night, causing the issue. The certificate was updated before DIHSI completed their part, breaking website connections. At 18:10, the DIH certificate swap for production was being updated. The support team ran a script to reapply the cert on production, completing the update at 18:18. The script was still running at 18:25. CIM requested the HINDA Vendor ticket number, but the support team stated the work was done via email. The certificate applied on 2/11 at 6:15 PM Central time. By 18:50, Gaby Macias successfully logged in. DIH certificate was updated by HINDA on 2/11, and DIH team updated their certificate on 2/12, resolving the login issue for clients.",Unknown,2025-02-13 09:07:30,2025,Unknown
Downstream Processing,BSG,No Known Alert,Client,Priority 5,Application,Service portal,BMO/MBP/PROD/IDP/involved_party_extract_delta_3400_2025-02-13 failed with data issue  1 duplicates in table. replacement file is required. PRB0064012 BART-3067,FIS,Solved (Permanently),Transmission failure,month end,"P2 Lowered to P3 as per the MBP app support
Tickets:  CS05811024 / IN25016450601
Start: 2025-02-14 02:42:38 EST
CIM Engaged: 2025-02-14 03:11:25 EST
Impact Mitigated: 2025-02-14 03:53 EST
 Issue Description: BMO/MBP/PROD/IDP/involved_party_extract_delta_3400_2025-02-13 failed with data issue  1 duplicates in table. replacement file is required. PRB0064012 BART-3067
Business Impact- Not receiving files on time holds some of the batch processing, impacts Downstream. Which in turn slows down the overall banking transactions. GL reconcillation Process is unable to complete.
Alerts: N/A
Changes: No known changes.
Summary: CIM team engaged Profile Production Control and MBP app support team. MBP app corrected the file and ECC retransmitted the file at 3:53 ET.
Reoccurring issue, as Issue is from BMO end
NO PR required client owned
Resolutions notes: FIS support teams corrected the file and retransmitted at 3:53 ET
Resolver Groups: Profile Production Control, MBP App support
Participants:
Srikanta Gouda- MBP app support
Babu Sudharshan - Profile Production Control
Rasvinder Dixit- CIM",Unknown,2025-02-14 09:14:34,2025,Other
Image Centre,BSG,No Known Alert,FIS,Priority 4,Application,agent_workspace,MCD - CCPs unable to deposit checks,FIS,Solved (workaround),Application issue,patching,"FIS Teams have rolled back the Emergency Change CH25001799966 that caused the AMEX Issue. Teams are now working on the fix forward for that needed change, that will be validated prior to redeployment. There will be no additional changes deployed.  AMEX is put back onto their own path into IC prior to the Emergency Change.

 ",Unknown,2025-02-19 08:30:37,2025,Other
"CeB, Online and Mobile banking .",BSG,No Known Alert,FIS,Priority 5,Application,Service portal,AmeriServ Financial Bank - CeB -Memo post online is missing for Online and Mobile.,FIS,Solved (workaround),Operations issue,patching,"Summary: -
Tickets: CS05816113 / IN25016485973
Start: 2025-02-15 08:00 ET approx. (Issue started time reported by the client)
End: 2025-02-19 12:12 CT
CIM Engaged: 2025-02-18 09:20 ET
Impact Mitigated: 2025-02-19 22:12 CT

Issue Description: AmeriServ Financial Bank - CeB -Memo post online is missing for Online and Mobile.
Business Impact: Memo post online is missing for the Online and Mobile banking for all the customers as they cannot see their online transactions. Hence, impacting their production environment.

Client Action: NA.
FIS Action:  As per LaCombe, Erin from CeB L2 support, this issue is related to another case CS05815148. No separate CIM bridge is required. CIM bridge is already open on the case CS05815148. An internal reconvene has been setup for 10 AM for CS05815148. CIM joined the 10 AM ET reconvene for CS05815148 to discuss the current status and next actions on this issue. Further, Avula, Tarun; from the eBanking Service Delivery is checking with the Bankway team if yesterday was a working day assigned for this bank -AmeriServ Financial Bank. As per ?Avula, Tarun; P1 CS05816113 is not related to the ongoing issue on this call. The (29T) AmeriServ Financial Bank was closed yesterday as per BANKWAY operations. Hence, the AmeriServ Financial Bank would see all the missing transactions and balance corrections tonight after 12 when the batch load completes. 
Note: As per Avula, Tarun; this is not an issue. the flow is working as expected. It's just bank forgot the holiday process. Once the batch process is done tonight things should fix for this bank.
On 2025-02-19 08:28:44 EST – Client reported that this is still an issue and we are getting customer complaints this morning. Again, this is for all Consumer.
On 2025-02-19 9:34 AM - CIM bridge started to triage the issue. Further, Elioff, Marie & Kuznetsov, Olga; Carson, Dale; Baker, Jess ;  joined the call. Olga; Carson emulated the issue and not seeing any pending transactions. However, as per Kuznetsov, Olga; it's suspected that it could be related to their same code change. As per Kuznetsov, Olga; We got the logs from both places from CeB and from DH. eBanking Service Delivery will send it to CeB maintenance basically to share their analysis.  
On 2025-02-19 10:25 AM - Call disbanded - As discussed on the call eBanking Service Delivery is checking the logs collected from both CeB and from DIH and shall provide the next updates with their analysis in this chat. CIM is on stand-by and will monitor the chat for the next updates.
On 2025-02-19 12:01 PM – As per Baker, Jess - CH25001802231 (failover to phx) to be implemented starting at 10pm CT tonight to mitigate issue.
On 2025-02-20 1:09 AM ET - As per Montales, Katherine P - The failover to Phoenix was completed at 22:12 CT, and the rolling recycle of the JVMs for CeB and Mobile services was completed at 23:12 CT. Online and Mobile traffic looks good post-recycle. The support teams validated the applications, impacted transactions, and confirmed everything was fine. The End of Impact was declared at 22:12 CT on February 19, 2025. Further as confirmed by Chapman, Jil; 29T | AmeriServ Financial Bank is showing good now. Hence, CIM will resolve this case and will create a Problem ticket for the final RCA.

Resolver Group(s) that fixed the issue: CeB L2 Client Support - Chapman, Jil;
eBanking Service Delivery - Tarun Avula; Elioff, Marie & Kuznetsov, Olga; Carson, Dale; Baker, Jess ;


Stakeholders/Other Groups: -
CIM - Diwanshu Jaswal; Mehra, SandeepsinghLaxmansingh
CSM - Anderson, Bryen; Donna Goodson;
CeB L2 Client Support - Chapman, Jil;
eBanking Service Delivery - Tarun Avula; Elioff, Marie & Kuznetsov, Olga; Carson, Dale; Baker, Jess ;

Problem Ticket Tasks: - Problem ticket created for the final RCA.
",Unknown,2025-02-18 16:13:16,2025,Digital
Unspecified Applications,BSG,No Known Alert,FIS,Priority 4,Application,Service portal,P1C file causing errors in Horizon when auto-processing,FIS,Solved (workaround),Transmission failure,unknown,"Horizon Dev team confirmed that there were no changes on their side. The Credit P1C team restaged the file, and the client downloaded it, but unfortunately, the same error occurred during processing in HORIZON. The FIS teams regrouped and identified that one of the columns for the expiration date was in the wrong format.
According to Rick, there were 55 banks on CD250, with only one on the Horizon interface, and a few banks were impacted on the CC interface. As advised by Williams, David A engaged Rintoule, Vaughan to check if any changes were made on CD250, as mainframe development expertise was needed. Rintoule, Vaughan reviewed the logs and confirmed a defect in CSIPONEC-131647 and released a fix. Not all banks will experience this issue, as the problematic column is not required in the file for all banks.
Per CSIPONEC-135664, the release notes indicated changes were made to the interface files CDS110, CDS120, CDS180, and CDS250. Rintoule, Vaughan suggested sending the recreated files to the affected banks and engaging developers to address the issue. For the remaining interface files, a permanent fix will be included in today's patch.

Resolution: FIS teams made emergency change and reverted the expiration date field with zeros.  A full file was delivered to the client reporting impact, allowing them to have current data for all accounts, with the expected file format. Client confirmed that the file has processed successfully.",Unknown,2025-02-21 20:34:50,2025,Unknown
Payments Order Management,BSG,Splunk,FIS,Priority 3,Application,Email,AMEX experiencing failure for POM,FIS,Solved (Permanently),Change induced,change deployment,"POM (Payments Order Management) calls failed for AMEX, following a DB production code release. Clients may have been unable to process payments. Support reverted the code change to restore the service.",Unknown,2025-02-24 02:23:48,2025,Other
Digital One Flex,BSG,No Known Alert,FIS,Priority 3,Application,agent_workspace,Digital One Flex-Automated Clearing House (ACH) Files not processing.,FIS,Solved (Permanently),Human error,human error,Automated Clearing House (ACH) files were not processed through the Digital One Flex application due to ACH jobs being placed on hold during a change. The jobs were released and processed to restore service. ,Unknown,2025-01-22 02:37:59,2025,Digital
Digital One Business (D1B),BSG,No Known Alert,FIS,Priority 3,Application,agent_workspace,BSG/ Balances were not displaying in the Digital One application dashboard,FIS,Solved (workaround),Change induced,change deployment,"Digital One Business (D1B) clients were unable to view balances and account history on the application dashboard. D1B mobile application was also impacted. Teams applied fixes, and testing was done successfully under emergency change CH25001782586. The Flagstar Tester and FIS teams successfully validated the balance display issue and confirmed resolution.
The root cause has been attributed to CH25001778582, implemented on 26-Jan-2025",Unknown,2025-01-28 07:14:06,2025,Digital
Authorisations & Web Services,BSG,No Known Alert,FIS,Priority 4,Application,Email,CP1/GP4 - EMEA - DPP - MasterCard reported stand-ins for multiple DPP clients impacting Authorisations and Web Services,FIS,No Action Taken,Application issue,code,"MasterCard reported stand-ins for multiple DPP clients impacting Authorisations and Web Services. 

FIS Support identified an issue where access to storage was lost causing outage to authorisations and degraded web services. No recovery action was taken from FIS. Root cause will be investigating via the Problem record. ",Unknown,2025-01-30 12:21:19,2025,Other
MBP,BSG,No Known Alert,FIS,Priority 4,Application,Service portal,JEN - MBP - DWH Ingestion DAG Failure,FIS,Solved (workaround),Coding/script,code,"FIS technical teams identified there was a maintenance change to branch codes which we believe to have generated an additional GL entry. The remediation was to update the file by removing the 1000 branch and keeping branch 2000.  
The file was transmitted to Jenius at 2:24 PM ET. Jenius Bank confirmed the file was successfully received. RCA will be provided.
",Unknown,2025-01-31 22:38:04,2025,Core Banking
